"""content""","""contenttype""","""created""","""id""","""language"""
"b'@pedro_esteban lamentamos tu descontento. Por favor, env\xc3\xadanos un mail a ayuda@tous.com con los detalles para poderte atender personalmente'","""text/plain""",1466406910,7.44791E+17,"""es"""
b'Dear @CorreyHope you can participate at @tous_us  Facebook and TOUS US Stores',"""text/plain""",1466406835,7.4479E+17,"""es"""
"b'RT @MesVoyagesParis: #TousLovers \xf0\x9f\x92\x8d En tiendas @tousjewelry y en https://t.co/EB571QLlka, hasta el 17  #TuDiaTous con grandes sorpresas.. ht\xe2\x80\xa6'","""text/plain""",1466150734,7.43716E+17,"""es"""
b'@MangoVega puedes concursas en tiendas TOUS durante la promoci\xc3\xb3n #Tudiatous',"""text/plain""",1466150728,7.43716E+17,"""es"""
b'RT @lisadnyc: Today on https://t.co/zRpe30fTkB featuring @tousjewelry \xe2\x9c\xa8 https://t.co/7sVdN4Yx6T',"""text/plain""",1466150482,7.43715E+17,"""es"""
b'RT @AndreaSernaTV: #Touslovers @tousjewelry \nhttps://t.co/bXHvoOWbmQ https://t.co/q81oSr79Zb',"""text/plain""",1466150423,7.43715E+17,"""es"""
b'Celebra con nosotros TU D\xc3\x8dA TOUS y gana un diamante. \xc2\xa1Participa ya! https://t.co/uMZO7GXBHF https://t.co/VM09hrPpl5',"""text/plain""",1466096400,7.43488E+17,"""es"""
b'RT @KaitlinKeegan: The prettiest @tous_us layers &amp; white eyelet dress on the blog today! https://t.co/1galKeTgaa https://t.co/2UX6QtiJHb',"""text/plain""",1466096345,7.43488E+17,"""es"""
"b'@Zior18 S\xc3\xad, puedes acercarte a tu tienda m\xc3\xa1s cercana y te informar\xc3\xa1n de todo. Un saludo'","""text/plain""",1466092314,7.43471E+17,"""es"""
b'RT @Pepaloves: \xf0\x9f\x91\x97  Dress Cruz + Stripes scarf  \xf0\x9f\x92\x97\nShop: https://t.co/hDDqqcIT9V\nBlog: https://t.co/uXJG1JbLfB https://t.co/LAG5rqAFw9',"""text/plain""",1466091900,7.43469E+17,"""es"""
"b'Hola @Anaconesa34 si participas v\xc3\xada Facebook, te aparece simplemente el mensaje de participaci\xc3\xb3n tras rellena el formulario \xc2\xa1Suerte!'","""text/plain""",1466067065,7.43365E+17,"""es"""
b'@Lostinvogue ya ha disfrutado de #TuDiaTOUS \xc2\xbfY t\xc3\xba? \xc2\xa1No te lo pierdas! M\xc3\xa1s info en https://t.co/XxMOKSgapk https://t.co/eOX4uoYHGx',"""text/plain""",1466065208,7.43357E+17,"""es"""
b'Hola @re60_escr lamentamos tu descontento. Puedes acudir a tu tienda TOUS m\xc3\xa1s cercana o escribirnos a ayuda@tous.com para poder solucionarlo',"""text/plain""",1466065055,7.43357E+17,"""es"""
b'Te invitamos a una fiesta exclusiva llena de sorpresas. Descubre las fechas en https://t.co/XxMOKSxLNU #TuDiaTOUS https://t.co/7fbOSXxTQy',"""text/plain""",1466003478,7.43099E+17,"""es"""
b'@LujainKhoja please send us an email to help@tous.com with all the details so we can help you',"""text/plain""",1466003403,7.43098E+17,"""es"""
b'@indiralr puedes escribirnos a ayuda@tous.com',"""text/plain""",1466003336,7.43098E+17,"""es"""
b'@zgzpau @isaabel90 en Espa\xc3\xb1a #TuDiaTOUS empieza hoy \xc2\xa1os esperamos! M\xc3\xa1s info en https://t.co/XxMOKSxLNU',"""text/plain""",1465992927,7.43054E+17,"""es"""
b'Te invitamos a una fiesta exclusiva llena de sorpresas. Descubre las fechas en https://t.co/XxMOKSxLNU #TuDiaTOUS https://t.co/Sv1B5xRLnb',"""text/plain""",1465991112,7.43047E+17,"""es"""
"b'Hoy empieza #TuDiaTous en Espa\xc3\xb1a, \xc2\xa1no te lo pierdas! Descubre todos los detalles en https://t.co/XxMOKSxLNU https://t.co/7G5hi7qFW2'","""text/plain""",1465980286,7.43001E+17,"""es"""
"b'RT @bartabacmode: Zoom, a little bit of denim &amp; cute jewlery. \xf0\x9f\x92\x99 #TuDiaTous #tousjewelry https://t.co/G0yxXvKarI'","""text/plain""",1465977415,7.42989E+17,"""es"""
b'@potterrina puedes participar a trav\xc3\xa9s de FB o en tiendas TOUS \xc2\xa1Suerte!',"""text/plain""",1465977257,7.42989E+17,"""es"""
"b'@mallyta12 s\xc3\xad, puedes consultarlo en tu tienda habitual TOUS. Un saludo'","""text/plain""",1465977219,7.42988E+17,"""es"""
b'Dear @nma41988 please send us an email to help@tous.com with all the details so we can help you. Thank you',"""text/plain""",1465977173,7.42988E+17,"""es"""
"b'RT @ELLEMexico: Ya estamos en la reapertura de @tousjewelry en masaryk. Qued\xc3\xb3 incre\xc3\xadble, tienen que visitarla https://t.co/iNzbIvd85q'","""text/plain""",1465977097,7.42988E+17,"""es"""
b'@Peeptoes ya ha disfrutado de #TuDiaTOUS \xc2\xbfY t\xc3\xba? \xc2\xa1Haz un hueco en tu agenda! https://t.co/7nyuPxz204 https://t.co/f6aIxBFXqm',"""text/plain""",1465977000,7.42988E+17,"""es"""
b'RT @Peeptoes: Nuevo look os espera en el blog! https://t.co/EO7eSde0we\n@tousjewelry #TuDiaTous #tousjewlery https://t.co/hfpZ3RMJUO',"""text/plain""",1465976803,7.42987E+17,"""es"""
b'@CherryStreet87 @MsCKubelik lamentamos tu descontento. Por favor env\xc3\xadanos un mail a ayuda@tous.com con todos los detalles para atenderte',"""text/plain""",1465976326,7.42985E+17,"""es"""
b'Te invitamos a una fiesta exclusiva llena de sorpresas. Descubre las fechas en https://t.co/XxMOKSxLNU #TuDiaTOUS https://t.co/0j26pJwBcv',"""text/plain""",1465915807,7.42731E+17,"""es"""
b'RT @Lostinvogue: \xc2\xbfSe te ocurre mejor plan que ir de compras con tu mejor amiga? A nosotras pocos! Mucho m\xc3\xa1s si puedes conseguir un... https\xe2\x80\xa6',"""text/plain""",1465901642,7.42671E+17,"""es"""
b'\xc2\xa1Te invitamos a una fiesta exclusiva! Descubre las fechas en tu ciudad en https://t.co/faFgZSa4Jp #TuDiaTOUS https://t.co/16asfbEnnz',"""text/plain""",1465901013,7.42669E+17,"""es"""
b'RT @MesVoyagesParis: \xc2\xa1NUEVO POST con mis favoritos de @tousjewelry y  #TuDiaTous! -&gt; https://t.co/D1MsL5SBxf   #tousjewlery #ootd #blgger h\xe2\x80\xa6',"""text/plain""",1465899655,7.42663E+17,"""es"""
b'RT @Lostinvogue: Te apuntas con nosotras a celebrar #tudiatous ?\nDesde ma\xc3\xb1ana hasta el viernes una fiesta exclusiva en las tiendas... https\xe2\x80\xa6',"""text/plain""",1465899548,7.42663E+17,"""es"""
b'Celebra #TuDIaTOUS y gana un diamante. Participa ya a trav\xc3\xa9s de Facebook  o en tiendas TOUS \xc2\xa1Suerte! https://t.co/xByMvdW1P1',"""text/plain""",1465890878,7.42626E+17,"""es"""
"b'Hola @bocadillo75 tambi\xc3\xa9n puedes participar en tiendas TOUS, en las fechas indicadas: https://t.co/faFgZSa4Jp'","""text/plain""",1465890470,7.42625E+17,"""es"""
b'Celebra con nosotros TU D\xc3\x8dA TOUS y gana un diamante. \xc2\xa1Participa ya! https://t.co/uMZO7GXBHF https://t.co/bzmgVUFqBD',"""text/plain""",1465837587,7.42403E+17,"""es"""
b'Te invitamos a una fiesta exclusiva con cientos de sorpresas. Descubre las fechas en https://t.co/XxMOKSxLNU https://t.co/0j26pJwBcv',"""text/plain""",1465827271,7.42359E+17,"""es"""
"b'@Anina4691 gracias por tu tweet, nos alegramos que se haya podido solucionar. Un saludo'","""text/plain""",1465809476,7.42285E+17,"""es"""
b'Hola @Pazboo puedes contactar a trav\xc3\xa9s de email tambi\xc3\xa9n \nlarocavillagebcn@tous.com',"""text/plain""",1465809370,7.42284E+17,"""es"""
"b'@Anina4691 lamentamos tu descontento.Por favor env\xc3\xadanos un mail a ayuda@tous.com para atenderte personalmente,o envia tu mail a trav\xc3\xa9s de DM'","""text/plain""",1465807761,7.42278E+17,"""es"""
"b'@noedm_9 s\xc3\xad,la compra online dispone del servicio de atenci\xc3\xb3n post-venda en tiendas tambi\xc3\xa9n.Puedes consultar los detalles en tu tienda TOUS'","""text/plain""",1465807203,7.42275E+17,"""es"""
b'RT @styleinlima: Bolsos bonitos y todoterreno @tousjewelry https://t.co/bShFwVY1G2 https://t.co/SP4fAoMmpD',"""text/plain""",1465807012,7.42275E+17,"""es"""
b'RT @lisadnyc: New post on https://t.co/FwUxhmjq21 from the @tousjewelry Soho store opening. #fashionblogger https://t.co/dDeqhPLlNp',"""text/plain""",1465806948,7.42274E+17,"""es"""
b'@_Pizpireta_ puedes enviarnos un mail a ayuda@tous.com con todos los detalles para poderte atender personalmente. Gracias',"""text/plain""",1465806670,7.42273E+17,"""es"""
b'Dear @trippercastelo you can send an email to help@tous.com with all the details and we will help you. Thank you',"""text/plain""",1465806558,7.42273E+17,"""es"""
b'@MJPO lamentamos tu mala experiencia. Si necesitas que te ayudemos puedes enviarnos un mail a ayuda@tous.com Gracias',"""text/plain""",1465806511,7.42272E+17,"""es"""
b'@EliaFernandez lamentamos tu descontento.Puedes enviarnos un mail a ayuda@tous.com con los detalles y la compra para atenderte personalmente',"""text/plain""",1465806450,7.42272E+17,"""es"""
b'@anaantickokora @merbuela \xc2\xa1Preciosas!',"""text/plain""",1465806364,7.42272E+17,"""es"""
b'RT @anaantickokora: @merbuela y yo de @rosa_clara y @tousjewelry \xf0\x9f\x98\x8d\xf0\x9f\x92\x8b https://t.co/aK1WG3ES6C',"""text/plain""",1465806354,7.42272E+17,"""es"""
b'Es un orgullo para nosotros apoyar a nuestro equipo @tousteamtw #teambuilding',"""text/plain""",1465806254,7.42271E+17,"""es"""
b'Hola @caroydrovo puedes contactar con tu tienda TOUS para consultar el stock o la posibilidad de realizar un pedido especial. Gracias',"""text/plain""",1465806205,7.42271E+17,"""es"""
"b'Su primera comuni\xc3\xb3n, el d\xc3\xada perfecto para estrenar su primera joya TOUS. Descubre m\xc3\xa1s en https://t.co/XxMOKSxLNU https://t.co/rxZAb8i4Nx'","""text/plain""",1465386411,7.4051E+17,"""es"""
b'Summer vibes #tousjewelry \nPhoto @franestrada778 https://t.co/ROHOExs6li',"""text/plain""",1464968092,7.38756E+17,"""es"""
b'El look de invitada perfecto con TOUS. Estilismo de @cherubinahats https://t.co/59gr1B2NL8',"""text/plain""",1464866475,7.3833E+17,"""es"""
"b'Descubre la nueva fragancia \xe2\x80\x9cTOUS Les Colognes Concentr\xc3\xa9es"", una invitaci\xc3\xb3n a disfrutar de un tiempo para nosotros https://t.co/KRXJC3r0LH'","""text/plain""",1464779836,7.37966E+17,"""es"""
b'Get ready for the summer days with our new eyewear collection. Discover the new models at https://t.co/XxMOKSgapk https://t.co/SDIVDatPNy',"""text/plain""",1464693983,7.37606E+17,"""es"""
b'M\xc3\xa1s de 500 tiendas TOUS para descubrir nuestras colecciones en todo el mundo. Desc\xc3\xbabrelas en https://t.co/XxMOKSxLNU https://t.co/3AIMmOZbmG',"""text/plain""",1464616432,7.37281E+17,"""es"""
b'RT @nicolettareggio: WILDERNESS - New story is up on https://t.co/G1rDjCZ015 with tousitalia @tousjewelry https://t.co/I1VtGUEh4N',"""text/plain""",1464344885,7.36142E+17,"""es"""
b'RT @KaitlinKeegan: TOUS Soho https://t.co/REjseEnHZc via @bloglovin @tous_us @tousjewelry #toussoho',"""text/plain""",1464249271,7.35741E+17,"""es"""
b'Mossaic Collection: Los nuevos must de la temporada\nhan llegado. Desc\xc3\xbabrelos en https://t.co/XxMOKSxLNU https://t.co/SoKKXfheHU',"""text/plain""",1464192942,7.35505E+17,"""es"""
b'@THEMISSHAPES Such a pleasure!',"""text/plain""",1464179572,7.35449E+17,"""es"""
b'RT @THEMISSHAPES: Djing the @tousjewelry #toussoho opening! @ Tous Soho https://t.co/D8Y6MwA3qp',"""text/plain""",1464179560,7.35448E+17,"""es"""
b'RT @Lostinvogue: Buenos d\xc3\xadas! Os esperamos en el blog con otra nueva #tenderstory by @tousjewelry! Si quer\xc3\xa9is saber un poquito m\xc3\xa1s... https\xe2\x80\xa6',"""text/plain""",1464179534,7.35448E+17,"""es"""
b'Hola @mustang4441 lamentamos tu descontento.Puedes enviarnos un mail a ayuda@tous.com con la informaci\xc3\xb3n para poder atenderte personalmente',"""text/plain""",1464179523,7.35448E+17,"""es"""
"b'Gracias a ti por todo tu apoyo y cari\xc3\xb1o, y tu siempre excelente trabajo @munoz_rafa @rosatous'","""text/plain""",1464104682,7.35134E+17,"""es"""
b'RT @rosatous: Precioso momento #tousjewelry hoy en @lavanguardia por Mariangel Alcazar \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc #librojoya\xe2\x80\xa6 https://t.co/ETC439RMp0',"""text/plain""",1463988952,7.34649E+17,"""es"""
b'Hola @MsCKubelik si necesitas que te ayudemos con algunas consulta puedes escribirnos un mail a ayuda@tous.com',"""text/plain""",1463736602,7.33591E+17,"""es"""
"b""'You have to think big even when you're small' #RosaOriol #AtelierTous https://t.co/aXxNAriCdo""","""text/plain""",1463733620,7.33578E+17,"""es"""
b'Hola @FeitoRos para poder atenderte personalmente y ofrecerte una soluci\xc3\xb3n puedes enviarnos un mail a ayuda@tous.com \xc2\xa1Gracias!',"""text/plain""",1463733428,7.33577E+17,"""es"""
b'@AndreaSernaTV @lealdaccarett @BogotaFW \xc2\xa1Espectacular!',"""text/plain""",1463733300,7.33577E+17,"""es"""
b'Escoge bien con qu\xc3\xa9 joya vas a recordar un d\xc3\xada como hoy #TenderStories',"""text/plain""",1463642736,7.33197E+17,"""es"""
"b'Yes, you can shop online at https://t.co/PBtIrmZOeX @THEREBELION1236'","""text/plain""",1463642628,7.33196E+17,"""es"""
b'@styleinlima \xc2\xa1Esperamos que lo disfrutes!',"""text/plain""",1463569168,7.32888E+17,"""es"""
b'Hola @panchosornio @palaciohierro lamentamos tu descontento. Por favor env\xc3\xadanos un mail a ayuda@tous.com para poder atenderte personlamente',"""text/plain""",1463569016,7.32888E+17,"""es"""
"b'RT @SilviaBoschBlog: Hoy en d\xc3\xada, las bodas han cambiado mucho y puedes acudir a ellas perfecta y con pantalones,\xe2\x80\xa6 https://t.co/sZKbyDNUJg h\xe2\x80\xa6'","""text/plain""",1463560635,7.32853E+17,"""es"""
"b""RT @Official_Cat: Let's shine!\xe2\x9c\xa8 New post on my blog wearing @tousjewelry @tousitalia!take a look on: https://t.co/hN5q123l2w \xe2\xac\x85\xef\xb8\x8f... https://\xe2\x80\xa6""","""text/plain""",1463484520,7.32533E+17,"""es"""
b'\xc2\xa1Grandes recuerdos! @DiariodeEstiloM @elle_es @rosatous',"""text/plain""",1463470761,7.32476E+17,"""es"""
b'RT @VeronicaFerraro: Good morning! Heading back to Milan wearing these beautiful @tousjewelry necklace and earrings\xe2\x80\xa6 https://t.co/nG9JDTeKWm',"""text/plain""",1463470556,7.32475E+17,"""es"""
b'@CherryStreet87 @MsCKubelik lamentamos el retraso.Estamos siempre a vuestra disposici\xc3\xb3n en ayuda@tous.com para atenderos personalmente',"""text/plain""",1463470503,7.32474E+17,"""es"""
b'RT @AndreaSernaTV: @Puenteshernan + @maitoleal + @JulianaAlvarezP + #Noiselab + @tousjewelry \nhttps://t.co/rUT1ZWnMAu https://t.co/zlAy1dYN\xe2\x80\xa6',"""text/plain""",1463470380,7.32474E+17,"""es"""
b'RT @Lostinvogue: Feliz inicio de semana LIV friends! \xf3\xbe\xac\x95\xf3\xbe\xae\x9f\n#friends #family #hands #love #EliandEli\n@tousjewelry https://t.co/gVY10LhvVb',"""text/plain""",1463470318,7.32474E+17,"""es"""
"b'@CintiaCanoP siempre asegurando que cumplen con nuestros est\xc3\xa1ndares de calidad. Si tienes m\xc3\xa1s dudas, puedes escribirnos a ayuda@tous.com 2/2'","""text/plain""",1463131423,7.31052E+17,"""es"""
"b'@CintiaCanoP gran parte de nuestra producci\xc3\xb3n s\xc3\xad.Seg\xc3\xban la categor\xc3\xada de producto, trabajamos con proveedores nacionales e internacionales 1/2'","""text/plain""",1463131340,7.31052E+17,"""es"""
"b'RT @styleinlima: Chaqueta americana, prenda que nunca falla: https://t.co/J35O3FDyBE @tousjewelry @TommyHilfiger @Topshop #ootd https://t.c\xe2\x80\xa6'","""text/plain""",1463067723,7.30785E+17,"""es"""
b'Gwyneth Paltrow presents our new SS16 collection. Get the look at https://t.co/XxMOKSxLNU https://t.co/JCUk3QaQwo',"""text/plain""",1463067404,7.30784E+17,"""es"""
"b'So proud fo this honor, thank you @spainuschamber @rosatous'","""text/plain""",1462878864,7.29993E+17,"""es"""
"b""'You have to think big even when you're small' #RosaOriol #AtelierTous https://t.co/BRVIw2nRyJ""","""text/plain""",1462812053,7.29713E+17,"""es"""
b'As seen in... @elle_spain #AtelierTous #PaulaEchevarria https://t.co/RNdqCmQW2G',"""text/plain""",1462546971,7.28601E+17,"""es"""
b'Summer basics: a colorful touch by TOUS. By Emitaz #TousLovers https://t.co/g3LN4yCGLw',"""text/plain""",1462543081,7.28585E+17,"""es"""
b'Dear @MARIAPAZBARRIOS could you please send us an email to ayuda@tous.com with all the details so we can help you? Thank you',"""text/plain""",1462541163,7.28577E+17,"""es"""
b'@Sandriita_RT \xc2\xa1Vivan nuestras #TOUSLovers !',"""text/plain""",1462532249,7.28539E+17,"""es"""
b'RT @blankitinerary: Jewelry is a way of keeping memories alive. See what I gave my mom and grandma from @tousjewelry\xe2\x80\xa6 https://t.co/CCzjg1Bc\xe2\x80\xa6',"""text/plain""",1462532209,7.28539E+17,"""es"""
b'@FestivalTocados @SCPFoficial \xc2\xa1Muchas gracias por el reconocimiento!',"""text/plain""",1462532188,7.28539E+17,"""es"""
"b'Hola @Letifu para poder comprobar los correos necesitamos saber tu email, \xc2\xbfpuedes mandarlo a trav\xc3\xa9s de DM? Gracias'","""text/plain""",1462431775,7.28118E+17,"""es"""
"b'RT @VanessaRosales_: Nueva historia visual en https://t.co/I28Hx6psq3 sobre madres, joyas y bellezas, con @tousjewelry https://t.co/NtBoUTZ\xe2\x80\xa6'","""text/plain""",1462431685,7.28117E+17,"""es"""
b'Escoge bien con qu\xc3\xa9 joya vas a recordar un d\xc3\xada como hoy #TOUSLovers',"""text/plain""",1462370028,7.27859E+17,"""es"""
b'Hola @Letifu por favor env\xc3\xa7ianos un mail ayuda@tous.com con todos los detalles para atenderte personalmente. Gracias',"""text/plain""",1462345906,7.27758E+17,"""es"""
b'Consigue la colecci\xc3\xb3n de joyas Mossaic antes que nadie en https://t.co/XxMOKSxLNU Ya disponible en Espa\xc3\xb1a y Portugal https://t.co/QW2D4fxbL0',"""text/plain""",1462345812,7.27757E+17,"""es"""
b'RT @styleinlima: c\xc3\xb3mo vestir de negro https://t.co/DqZuMUwXqr bolso @tousjewelry chaqueta @YERSE_moda mono @Mango #ootd #blogger https://t.\xe2\x80\xa6',"""text/plain""",1462270525,7.27441E+17,"""es"""
b'Consigue la colecci\xc3\xb3n de joyas Mossaic antes que nadie en https://t.co/XxMOKSxLNU Ya disponible en Espa\xc3\xb1a y Portugal https://t.co/b5cowfjy7K',"""text/plain""",1462263351,7.27411E+17,"""es"""
b'RT @MODNetwork: Un DIY para este fin de semana! Guirnalda de tela TOUS Baby #Touskidsbaby https://t.co/nzBxhRHuGc https://t.co/pGXGYSQOig',"""text/plain""",1462175392,7.27042E+17,"""es"""
"b'Hola @marinani1974 es una joya exclusiva de la colecci\xc3\xb3n Atelier,disponible en la tienda TOUS de C/Serrano Madrid (Ref. 415623201)'","""text/plain""",1462175386,7.27042E+17,"""es"""
b'Dear @Arrow_Israel  please send us by DM your email so we can check it. Thank you',"""text/plain""",1462175136,7.27041E+17,"""es"""
b'As seen on @GwynethPaltrow @goop #TOUSMothersday https://t.co/VJA0gul90u',"""text/plain""",1462007992,7.2634E+17,"""es"""
b'@GwynethPaltrow @goop Love it! Nice layering',"""text/plain""",1462007851,7.2634E+17,"""es"""
"b""RT @GwynethPaltrow: Mom's Day ideas on @goop. We're layering these @tousjewelry amulets: https://t.co/Vw1vuMuQzo \n\xf0\x9f\x92\x95\xf0\x9f\x92\x95#TOUSmothersday https:/\xe2\x80\xa6""","""text/plain""",1462007799,7.26339E+17,"""es"""
b'RT @KaitlinKeegan: Sharing the cutest shift dress &amp; some pretty @tous_us #MothersDay pieces on the blog now! https://t.co/K5JYQ6KUI3 https:\xe2\x80\xa6',"""text/plain""",1462007775,7.26339E+17,"""es"""
b'RT @AndreaSernaTV: Por estos d\xc3\xadas los estar\xc3\xa9 acompa\xc3\xb1ado en @ALOdigital. La nueva edicion est\xc3\xa1 buen\xc3\xadsima.\nhttps://t.co/Yo8i8qeEJo https://t.\xe2\x80\xa6',"""text/plain""",1461934605,7.26032E+17,"""es"""
"b'@RUC_Fashion Thank you, glad to know it! :)'","""text/plain""",1461934102,7.2603E+17,"""es"""
b'@funfairmood \xc2\xa1Gracias por compartir este d\xc3\xada con nosotros!',"""text/plain""",1461934084,7.2603E+17,"""es"""
b'@colinocolino Gracias por compartir este d\xc3\xada con nosotros..\xc2\xa1y con nuestra decoraci\xc3\xb3n happy!',"""text/plain""",1461934052,7.2603E+17,"""es"""
b'Hola @Fermin_sevilla por favor env\xc3\xadanos un mail a ayuda@tous.com con todos los detalles para poder ayudarte de forma personalizada. Gracias',"""text/plain""",1461934003,7.2603E+17,"""es"""
b'@virtroconis Esperamos que disfrutes de una primavera llena de #TOUSHappymoments con ellas',"""text/plain""",1461932452,7.26023E+17,"""es"""
b'RT @virtroconis: Me encantan mis nuevas gafas!!!!#tousgafashappy @tousjewelry derigo_official https://t.co/GySm9H8IQD',"""text/plain""",1461932429,7.26023E+17,"""es"""
b'Hola @_csb37 puedes enviarnos un mail a ayuda@tous.com con el modelo concreto y te atenderemos personalmente \xc2\xa1Gracias!',"""text/plain""",1461932383,7.26023E+17,"""es"""
"b""'I can remember perfectly what I was wearing when I achieved my biggest dream:being a mum' Gwyneth Paltrow https://t.co/dS7wRtUgsA""","""text/plain""",1461831752,7.25601E+17,"""es"""
"b'RT @BlueNailGirl: #mamalove la nuova collezione di @tousitalia dedicata alla festa della mamma, tra poco online. @tousjewelry... https://t.\xe2\x80\xa6'","""text/plain""",1461831472,7.256E+17,"""es"""
"b""RT @Official_Cat: I'm totally in love w/ new @tousjewelry @tousitalia collection!\xf3\xbe\xa0\xa6 Take a look on my blog to discover more!... https://t.co\xe2\x80\xa6""","""text/plain""",1461829689,7.25592E+17,"""es"""
b'RT @Official_Cat: Ecco a voi un nuovo post sul mio blog dedicato ai nuovi gioielli @tousjewelry - vi piace? :) https://t.co/7caOpq8RKD',"""text/plain""",1461829621,7.25592E+17,"""es"""
b'@evagonzalezf  Siempre preciosa #TOUSLover',"""text/plain""",1461829542,7.25592E+17,"""es"""
"b'RT @evagonzalezf: Ultimo look de hoy. Camisa de @Coosy, falda de #DavidChristian , anillos @tousjewelry y zapatos #lodi https://t.co/EDpPQD\xe2\x80\xa6'","""text/plain""",1461829528,7.25592E+17,"""es"""
"b'Ser madre, la emoci\xc3\xb3n m\xc3\xa1s bella. No hay besos ni abrazos suficientemente intensos #TOUSMothersDay'","""text/plain""",1461764795,7.2532E+17,"""es"""
"b'Hola @soniaferreres puedes encontrar ambas versiones, con y sin cadena, en tu tienda TOUS y en https://t.co/XxMOKSxLNU'","""text/plain""",1461764732,7.2532E+17,"""es"""
"b'RT @flashmoda_TVE: Visitamos la sede de una de las casas de joyer\xc3\xada m\xc3\xa1s importantes de nuestro pa\xc3\xads, @tousjewelry \xc2\xbfQu\xc3\xa9 os parece? https://t\xe2\x80\xa6'","""text/plain""",1461764701,7.2532E+17,"""es"""
b'Tender Stories n\xc2\xba4: en\xc3\xa1morate de la ternura con Gwyneth Paltrow #TenderStories https://t.co/7UgWZ82YMJ',"""text/plain""",1461754616,7.25278E+17,"""es"""
b'\xc2\xbfEl mejor regalo? Saber que tus hijos te quieren y recordarlo cada vez que acaricias tu joya preferida #TousLover',"""text/plain""",1461745070,7.25238E+17,"""es"""
b'Hola @naty21xd por favor env\xc3\xadanos un mail a ayuda@tous.com con todos los datos para poder ofrecerte una atenci\xc3\xb3n personalizada. Gracias',"""text/plain""",1461677625,7.24955E+17,"""es"""
b'RT @VeronicaFerraro: never stop shooting. On set with my precious @tousjewelry earrings and make up done \xf0\x9f\x92\x84\xf0\x9f\x92\x8e\xe2\x80\xa6 https://t.co/LJaCm5FbWT',"""text/plain""",1461677544,7.24954E+17,"""es"""
b'RT @necklaceofpearl: Nuevo look y una historia con mucho amor! \xe2\x9d\xa4\xef\xb8\x8f\nhttps://t.co/ohmpBZya8R\n@tousjewelry #tenderstories https://t.co/fXfksVkE\xe2\x80\xa6',"""text/plain""",1461677277,7.24953E+17,"""es"""
b'Hola @carmenpedrosa3 puedes enviarnos un mail a ayuda@tous.com con todos los datos de la compra para poder revisar tu caso. Gracias',"""text/plain""",1461677195,7.24953E+17,"""es"""
b'Hola @millaabreath puedes mandar tu consulta a ayuda@tous.com \xc2\xa1Gracias!',"""text/plain""",1461677132,7.24953E+17,"""es"""
"b'RT @macarenagea: Hoy en el blog, un nuevo look + la \xc3\xbaltima ""tender story"" de @tousjewelry ---&gt; https://t.co/73ZyWTiGyM https://t.co/TNDeXPf\xe2\x80\xa6'","""text/plain""",1461672109,7.24931E+17,"""es"""
"b'RT @Lostinvogue: Llorar de risa con tu mejor amiga... Hoy en el blog, una publicaci\xc3\xb3n de lo m\xc3\xa1s especial de la mano de Tous... https://t.co\xe2\x80\xa6'","""text/plain""",1461671938,7.24931E+17,"""es"""
b'Nadie mejor que Gwyneth Paltrow para mostrarte toda la ternura Tous #TenderStories https://t.co/kybbIHxl3N',"""text/plain""",1461253483,7.23176E+17,"""es"""
"b'""Mama love"". Que todo el mundo se entere de cu\xc3\xa1nto la quieres. Reg\xc3\xa1lale una joya que lo lleve escrito #TOUSgift'","""text/plain""",1461252503,7.23172E+17,"""es"""
"b""RT @PPFGirl: Thoughts on motherhood &amp; the perfect @tousjewelry for Mother's Day https://t.co/H4zuXD5sjl #tenderstories @tous_us https://t.c\xe2\x80\xa6""","""text/plain""",1461247341,7.2315E+17,"""es"""
b'RT @ArmarioEnRuinas: Mi look de hoy en el blog con un toque rosa!! https://t.co/95CLEnfeZP https://t.co/D2wyhSxtXe',"""text/plain""",1461065167,7.22386E+17,"""es"""
b'RT @lachimeneahadas: Hoy en el blog un joyero diy para regalar el d\xc3\xada de la madre con @tousjewelery https://t.co/VXROcwIx3z #tenderstories\xe2\x80\xa6',"""text/plain""",1461057471,7.22354E+17,"""es"""
b'RT @SilviaBoschBlog: \xc2\xa1Siiii! Este es por fin mi primer look sin medias. Un look protagonizado por un vestido de\xe2\x80\xa6 https://t.co/orPlKgE11I ht\xe2\x80\xa6',"""text/plain""",1461057077,7.22352E+17,"""es"""
b'@ATRENDYLIFE for TOUS: Introducing ETHEREAL collection #Getthelook https://t.co/DnhvyfOTPZ',"""text/plain""",1461054478,7.22341E+17,"""es"""
b'RT @crespobarbara: Hoy una colaboraci\xc3\xb3n especial con @tousjewelry https://t.co/6vfPENZcw3 #TenderStories https://t.co/H4yAqLlDET',"""text/plain""",1461052239,7.22332E+17,"""es"""
b'Hola @Juliemartinf en B\xc3\xa9lgica disponemos de la colecci\xc3\xb3n de bolsos.Si necesitas m\xc3\xa1s informaci\xc3\xb3n puedes escribir a ayuda@tous.com \xc2\xa1Gracias!',"""text/plain""",1460993109,7.22084E+17,"""es"""
"b'@CharoIzquierdo Qu\xc3\xa9 ilusi\xc3\xb3n que te haya gustado, esperamos que lo disfrutes tanto como nosotros cre\xc3\xa1ndolo @rosatous'","""text/plain""",1460985207,7.2205E+17,"""es"""
